title,year released,certificate,duration,genre,rating,votes
Forgive Us Our Debts,2018,TV-MA,104 min,Drama,6.2,"1,621"
Million Pound Menu,2018,Not Rated,60 min,"Game-Show, Reality-TV",6.6,578
Iliza: Elder Millennial,2018,TV-MA,72 min,Comedy,7.2,"4,129"
Irreplaceable You,2018,TV-MA,96 min,"Comedy, Drama, Romance",6.4,"9,740"
King of Boys,2018,TV-MA,169 min,"Crime, Drama",5.9,432
Budapest,2018,TV-MA,102 min,Comedy,5.4,"3,037"
The Photographer of Mauthausen,2018,TV-MA,110 min,"Biography, Drama, History",6.7,"10,950"
The Tree of Blood,2018,TV-MA,130 min,Drama,6.3,"3,054"
Flavors of Youth,2018,TV-PG,74 min,"Animation, Drama, Romance",6.6,"7,517"
#FriendsButMarried,2018,TV-14,102 min,"Biography, Comedy, Drama",6.8,727
Spelling the Dream,2018,TV-G,82 min,Documentary,6.8,742
Ellen DeGeneres: Relatable,2018,TV-MA,68 min,Comedy,6.5,"4,726"
Two Catalonias,2018,TV-MA,116 min,"Documentary, History, News",6.4,716
Bloom Into You,2018,TV-PG,24 min,"Animation, Drama, Romance",7.8,"1,419"
Christmas Made to Order,2018,TV-G,80 min,Romance,5.7,"4,142"
Bumping Mics with Jeff Ross & Dave Attell,2018,TV-MA,36 min,Comedy,7.7,"1,220"
Yeom-lyeok,2018,Not Rated,101 min,"Action, Comedy, Fantasy",5.9,"5,703"
The Resistance Banker,2018,TV-MA,123 min,"Biography, Drama, War",6.9,"9,583"
The Ryuo's Work Is Never Done!,2018,Not Rated,23 min,"Animation, Action, Comedy",6.2,144
Illang: The Wolf Brigade,2018,TV-MA,139 min,"Action, Sci-Fi",5.9,"5,229"
Kevin James: Never Don't Give Up,2018,TV-PG,62 min,Comedy,6.2,"1,482"
The Jurassic Games,2018,Not Rated,86 min,"Action, Horror, Sci-Fi",3.8,"2,776"
When Angels Sleep,2018,TV-MA,91 min,"Adventure, Drama, Horror",5.5,"3,731"
The Hurricane Heist,2018,PG-13,103 min,"Action, Adventure, Crime",5.1,"20,847"
One Strange Rock,2018,TV-PG,47 min,Documentary,8.7,"7,886"
Tig Notaro: Happy To Be Here,2018,TV-14,58 min,Comedy,6.6,"1,379"
Elite,2018,TV-MA,49 min,"Crime, Drama, Thriller",7.9,"1,162"
Shéhérazade,2018,TV-MA,109 min,"Drama, Romance, Thriller",7.1,"2,289"
Elite,2018,TV-MA,52 min,"Crime, Drama, Thriller",8.1,"1,176"
Cells at Work!,2018,TV-14,24 min,"Animation, Action, Comedy",7.5,"2,345"
After Porn Ends 3,2018,TV-MA,86 min,Documentary,5.4,"1,656"
3Below: Tales of Arcadia,2018,TV-Y7,22 min,"Animation, Action, Adventure",8.4,177
"Yo, Potro",2018,TV-MA,50 min,"Comedy, Sport",6.2,508
Goyo: Ang Batang Heneral,2018,TV-14,155 min,"Action, Biography, History",6.5,855
Luis Miguel: The Series,2018,TV-MA,60 min,"Biography, Drama, History",8.0,"4,729"
Elite,2018,TV-MA,47 min,"Crime, Drama, Thriller",7.8,"1,133"
Holiday Rush,2019,TV-PG,92 min,"Comedy, Drama, Family",4.9,"2,740"
Lunatics,2019,TV-MA,37 min,Comedy,7.3,68
Lunatics,2019,TV-MA,34 min,Comedy,7.4,70
Narcoworld: Dope Stories,2019,TV-MA,39 min,"Documentary, Crime",6.6,329
Lunatics,2019,TV-MA,36 min,Comedy,7.5,70
Jeff Dunham: Beside Himself,2019,TV-MA,58 min,Comedy,6.9,"1,113"
Lunatics,2019,TV-MA,36 min,Comedy,7.2,66
Lunatics,2019,TV-MA,38 min,Comedy,7.7,69
Power Players,2019,TV-Y7,11 min,"Animation, Action, Adventure",5.9,91
Lunatics,2019,TV-MA,36 min,Comedy,7.5,68
Too Handsome to Handle,2019,TV-PG,106 min,"Comedy, Drama",6.7,588
Dare Me,2019,TV-MA,52 min,"Crime, Mystery, Thriller",7.0,310
Bombay Rose,2019,PG-13,97 min,"Animation, Drama, Romance",6.3,664
The Society,2019,TV-MA,60 min,"Drama, Mystery, Sci-Fi",7.2,823
Pinkfong and Baby Shark's Space Adventure,2019,TV-Y,66 min,"Animation, Adventure, Family",5.0,89
How to Sell Drugs Online (Fast),2019,TV-MA,32 min,"Comedy, Crime, Drama",7.7,987
A Haunting at Silver Falls: The Return,2019,TV-14,79 min,Horror,3.2,302
Blood Will Tell,2019,TV-MA,113 min,"Drama, Mystery, Thriller",6.1,848
So My Grandma's a Lesbian!,2019,TV-MA,94 min,Comedy,4.3,"1,224"
Magmel of the Sea Blue,2019,TV-14,24 min,"Animation, Action, Adventure",6.1,656
Typewriter,2019,TV-MA,52 min,"Horror, Mystery, Thriller",6.9,176
Typewriter,2019,TV-MA,55 min,"Horror, Mystery, Thriller",7.1,152
Typewriter,2019,TV-MA,43 min,"Horror, Mystery, Thriller",7.4,139
Exhibit A,2019,TV-14,41 min,"Documentary, Crime",6.3,117
Exhibit A,2019,TV-14,29 min,"Documentary, Crime",6.6,82
Exhibit A,2019,TV-14,37 min,"Documentary, Crime",6.0,76
Exhibit A,2019,TV-14,37 min,"Documentary, Crime",6.8,66
Òlòtūré,2019,TV-MA,106 min,"Crime, Drama",5.5,810
7Seeds,2019,TV-MA,24 min,"Animation, Action, Adventure",6.9,56
7Seeds,2019,TV-MA,24 min,"Animation, Action, Adventure",6.8,51
7Seeds,2019,TV-MA,26 min,"Animation, Action, Adventure",6.8,49
7Seeds,2019,TV-MA,24 min,"Animation, Action, Adventure",7.2,48
7Seeds,2019,TV-MA,26 min,"Animation, Action, Adventure",7.1,47
7Seeds,2019,TV-MA,31 min,"Animation, Action, Adventure",7.8,46
7Seeds,2019,TV-MA,24 min,"Animation, Action, Adventure",6.9,39
7Seeds,2019,TV-MA,24 min,"Animation, Action, Adventure",7.2,38
7Seeds,2019,TV-MA,26 min,"Animation, Action, Adventure",7.8,39
7Seeds,2019,TV-MA,24 min,"Animation, Action, Adventure",7.5,37
7Seeds,2019,TV-MA,26 min,"Animation, Action, Adventure",7.8,44
I Think You Should Leave with Tim Robinson,2019,TV-MA,17 min,Comedy,8.1,427
Sebastian Maniscalco: Stay Hungry,2019,TV-MA,65 min,Comedy,7.1,"1,357"
Morphle,2019,TV-Y,43 min,"Animation, Adventure, Family",5.2,90
Yankee,2019,TV-MA,44 min,Drama,5.8,29
Aziz Ansari: Right Now,2019,TV-MA,65 min,Comedy,7.5,"5,200"
Is My Daughter Really Dead?,2019,TV-14,84 min,Thriller,4.3,338
Twivortiare,2019,Unrated,103 min,"Drama, Romance",6.7,273
Grass is Greener,2019,TV-MA,97 min,Documentary,7.1,"1,377"
How to Sell Drugs Online (Fast),2019,TV-MA,29 min,"Comedy, Crime, Drama",7.8,890
How to Sell Drugs Online (Fast),2019,TV-MA,28 min,"Comedy, Crime, Drama",7.8,846
How to Sell Drugs Online (Fast),2019,TV-MA,28 min,"Comedy, Crime, Drama",7.8,829
How to Sell Drugs Online (Fast),2019,TV-MA,24 min,"Comedy, Crime, Drama",7.9,816
How to Sell Drugs Online (Fast),2019,TV-MA,28 min,"Comedy, Crime, Drama",8.4,916
Ghosts of Sugar Land,2019,TV-MA,21 min,"Documentary, Short",5.5,"1,391"
Ronny Chieng: Asian Comedian Destroys America,2019,TV-MA,63 min,Comedy,7.4,"3,290"
Lunatics,2019,TV-MA,33 min,Comedy,7.5,77
Boi,2019,TV-MA,110 min,"Mystery, Thriller",5.0,692
Family Business,2019,TV-14,21 min,Comedy,6.6,140
Dead to Me,2019,TV-MA,31 min,"Comedy, Crime, Drama",7.8,"1,299"
Expo,2019,TV-14,80 min,"Action, Crime, Drama",2.7,"3,005"
League of Legends Origins,2019,Not Rated,77 min,Documentary,6.5,"1,020"
"Love, Death & Robots",2019,TV-MA,18 min,"Animation, Short, Action",8.1,"11,912"
Home Is Where the Killer Is,2019,TV-14,87 min,Thriller,4.4,540
Pentagram,2019,Not Rated,80 min,Horror,2.7,547
Lunatics,2019,TV-MA,35 min,Comedy,7.3,79
The Irishman: In Conversation,2019,TV-MA,23 min,"Documentary, Short",7.4,"1,842"
Lunatics,2019,TV-MA,36 min,Comedy,7.2,92
Dilan 1991,2019,TV-14,121 min,"Drama, Romance",6.5,"1,114"
Trigger Warning with Killer Mike,2019,TV-MA,30 min,"Documentary, Comedy",6.9,"1,255"
Nothing to Lose 2,2019,PG-13,96 min,"Biography, Drama",3.1,662
Still Laugh-In: The Stars Celebrate,2019,TV-MA,60 min,"Comedy, Music",5.2,601
Formula 1: Drive to Survive,2019,TV-MA,33 min,"Documentary, Sport",7.6,797
Katherine Ryan: Glitter Room,2019,TV-MA,65 min,Comedy,6.8,"1,999"
ReMastered: Massacre at the Stadium,2019,TV-MA,64 min,"Documentary, Drama",7.2,802
Whitney Cummings: Can I Touch It?,2019,TV-MA,59 min,Comedy,6.5,"1,817"
Grandma's Wedding,2019,TV-14,97 min,Comedy,5.5,568
Glorious Days,2019,TV-14,119 min,"Comedy, Drama, Musical",7.4,612
Wanda Sykes: Not Normal,2019,TV-MA,60 min,Comedy,7.2,"1,865"
Kevin Hart's Guide to Black History,2019,TV-PG,62 min,Comedy,5.5,"1,362"
Our Planet: Behind the Scenes,2019,TV-G,63 min,Documentary,8.3,"1,757"
Patria,2019,TV-MA,89 min,"Documentary, History",7.2,115
Examination of Conscience,2019,TV-MA,154 min,"Documentary, Crime, History",7.8,439
Spirit Riding Free: Spirit of Christmas,2019,TV-Y7,45 min,"Animation, Short, Action",5.3,127
Miranda Sings Live... Your Welcome,2019,TV-14,61 min,Comedy,5.5,424
Anthony Jeselnik: Fire in the Maternity Ward,2019,TV-MA,64 min,Comedy,7.2,"3,688"
Through My Father's Eyes,2019,R,104 min,"Documentary, Biography, Sport",6.2,756
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,2019,TV-MA,58 min,Comedy,7.3,"2,373"
A Love Song for Latasha,2019,TV-PG,19 min,"Documentary, Short, Biography",6.8,"2,439"
Iliza Shlesinger: Unveiled,2019,TV-MA,78 min,Comedy,6.5,"1,717"
Russian Doll,2019,TV-MA,32 min,"Comedy, Drama, Mystery",7.3,"1,200"
A Certain Scientific Accelerator,2019,TV-14,24 min,"Animation, Action, Comedy",6.9,451
Tuna Girl,2019,TV-PG,89 min,"Comedy, Drama",6.2,154
Tidying Up with Marie Kondo,2019,TV-PG,40 min,Reality-TV,6.6,"3,638"
Street Flow,2019,TV-MA,96 min,Crime,6.4,"1,551"
Bombairiya,2019,Not Rated,104 min,"Comedy, Crime, Drama",4.5,428
Colin Quinn: Red State Blue State,2019,TV-14,65 min,Comedy,7.6,736
Professor Mack,2019,TV-MA,83 min,"Comedy, Romance",3.6,146
Feo pero Sabroso,2019,TV-MA,90 min,Comedy,4.3,177
Mike Epps: Only One Mike,2019,TV-14,63 min,Comedy,4.7,309
Oprah Winfrey Presents: When They See Us Now,2019,TV-14,61 min,Talk-Show,7.8,"2,364"
La grande classe,2019,TV-MA,83 min,Comedy,5.3,"1,279"
Crime Diaries: The Candidate,2019,TV-MA,45 min,"Crime, Drama, Thriller",7.5,824
Dolly Parton: Here I Am,2019,TV-14,90 min,"Documentary, Biography, Music",7.3,"1,526"
Franco Escamilla: Bienvenido al Mundo,2019,TV-MA,54 min,Comedy,7.0,242
Arsenio Hall: Smart and Classy,2019,TV-MA,63 min,Comedy,6.0,466
Charlie's Colorforms City,2019,TV-G,23 min,"Animation, Adventure, Comedy",6.6,155
Robert Reborn,2019,Not Rated,85 min,Horror,2.7,573
Michelle Wolf: Joke Show,2019,TV-MA,59 min,Comedy,7.2,"1,654"
Thus Spoke Kishibe Rohan,2019,TV-MA,25 min,"Animation, Action, Adventure",7.8,263
The Black Godfather,2019,TV-MA,118 min,"Documentary, Biography",7.5,"1,383"
The Remix: Hip Hop X Fashion,2019,TV-MA,67 min,"Documentary, Music",7.2,91
Grego Rossello: Disculpe Las Molestias,2019,TV-MA,65 min,Comedy,4.7,26
Tiffany Haddish: Black Mitzvah,2019,TV-MA,55 min,Comedy,6.3,983
Knock Down the House,2019,PG,87 min,Documentary,7.2,"12,582"
Black Privilege,2019,TV-MA,79 min,"Drama, Family",3.3,213
Daniel Sosa: Maleducado,2019,TV-MA,54 min,Comedy,6.2,76
Queer Eye: We're in Japan!,2019,TV-14,50 min,Reality-TV,8.2,"2,636"
Jenny Slate: Stage Fright,2019,TV-MA,66 min,"Comedy, Reality-TV",5.8,"1,310"
Ken Jeong: First Date,2019,TV-MA,62 min,Comedy,5.7,"2,420"
Sawah,2019,TV-MA,86 min,"Comedy, Drama, Thriller",6.0,"2,246"
Unnatural Selection,2019,TV-MA,66 min,Documentary,7.9,"2,013"
Lunatics,2019,TV-MA,36 min,Comedy,6.6,130
The Umbrella Academy,2019,TV-14,47 min,"Action, Adventure, Comedy",8.2,"4,357"
Kevin Hart: Don't F**k This Up,2019,TV-MA,30 min,Documentary,6.4,"2,045"
The Order,2019,TV-MA,45 min,"Drama, Fantasy, Horror",7.4,378
The Order,2019,TV-MA,51 min,"Drama, Fantasy, Horror",7.2,350
The Order,2019,TV-MA,46 min,"Drama, Fantasy, Horror",7.4,352
The Order,2019,TV-MA,46 min,"Drama, Fantasy, Horror",7.3,356
The Order,2019,TV-MA,51 min,"Drama, Fantasy, Horror",7.5,379
The Order,2019,TV-MA,49 min,"Drama, Fantasy, Horror",7.3,343
The Order,2019,TV-MA,49 min,"Drama, Fantasy, Horror",7.7,425
Virgin River,2019,TV-14,41 min,"Drama, Romance",7.9,553
Seth Meyers: Lobby Baby,2019,TV-MA,61 min,Comedy,7.4,"2,639"
"Gabriel ""Fluffy"" Iglesias: One Show Fits All",2019,TV-14,90 min,Comedy,7.2,"1,856"
Transformers: Rescue Bots Academy,2019,TV-Y7,11 min,"Animation, Action, Adventure",6.2,108
The Order,2019,TV-MA,44 min,"Drama, Fantasy, Horror",7.4,382
After Life,2019,TV-MA,27 min,"Comedy, Drama",7.8,"2,557"
Fire in Paradise,2019,TV-MA,39 min,"Documentary, Short",7.4,974
Typewriter,2019,TV-MA,48 min,"Horror, Mystery, Thriller",7.4,130
The Umbrella Academy,2019,TV-14,49 min,"Action, Adventure, Comedy",8.1,"3,724"
ReMastered: The Two Killings of Sam Cooke,2019,TV-MA,74 min,"Documentary, Music",7.2,"2,308"
The Umbrella Academy,2019,TV-14,48 min,"Action, Adventure, Comedy",8.1,"3,698"
Astronomy Club,2019,TV-MA,20 min,Comedy,6.9,606
Ella Fitzgerald: Just One of Those Things,2019,TV-14,89 min,"Documentary, Biography, Music",6.9,457
Undercover,2019,TV-MA,46 min,"Crime, Drama, Thriller",7.5,431
Revisions,2019,TV-MA,36 min,"Animation, Action, Sci-Fi",5.9,623
The (Silent) War,2019,TV-MA,121 min,"Action, Drama",5.5,698
The Bonfire of Destiny,2019,TV-MA,48 min,"Drama, History",7.5,122
Hello Ninja,2019,TV-Y,11 min,"Animation, Action, Adventure",5.5,127
The Order,2019,TV-MA,48 min,"Drama, Fantasy, Horror",7.2,387
Alice Júnior,2019,Not Rated,87 min,"Animation, Comedy, Drama",6.9,556
The Order,2019,TV-MA,47 min,"Drama, Fantasy, Horror",7.1,425
"¡Ay, mi madre!",2019,TV-MA,84 min,Comedy,3.9,412
The Umbrella Academy,2019,TV-14,48 min,"Action, Adventure, Comedy",8.0,"3,879"
The Alcàsser Murders,2019,TV-MA,303 min,"Documentary, Crime",7.0,"2,295"
Thackeray,2019,Not Rated,120 min,"Biography, Drama",5.3,"3,461"
You vs. Wild,2019,TV-PG,14 min,"Adventure, Reality-TV",6.5,228
You vs. Wild,2019,TV-PG,20 min,"Adventure, Reality-TV",6.6,173
You vs. Wild,2019,TV-PG,26 min,"Adventure, Reality-TV",6.9,130
The Spooky Tale of Captain Underpants Hack-a-Ween,2019,TV-PG,45 min,"Animation, Short, Action",5.9,217
The Gift,2019,TV-MA,42 min,"Drama, Fantasy, Mystery",7.6,851
The Gift,2019,TV-MA,43 min,"Drama, Fantasy, Mystery",7.6,720
The Gift,2019,TV-MA,48 min,"Drama, Fantasy, Mystery",7.8,687
The Gift,2019,TV-MA,46 min,"Drama, Fantasy, Mystery",7.4,636
The Gift,2019,TV-MA,42 min,"Drama, Fantasy, Mystery",7.7,609
The Gift,2019,TV-MA,41 min,"Drama, Fantasy, Mystery",7.5,597
Ready to Mingle,2019,TV-MA,95 min,Comedy,5.9,"2,399"
The Gift,2019,TV-MA,49 min,"Drama, Fantasy, Mystery",8.1,697
Home for Christmas,2019,TV-MA,31 min,"Comedy, Drama, Romance",7.4,265
Home for Christmas,2019,TV-MA,26 min,"Comedy, Drama, Romance",7.5,245
Home for Christmas,2019,TV-MA,29 min,"Comedy, Drama, Romance",7.4,238
"Hello, Privilege. It's Me, Chelsea",2019,TV-MA,64 min,Documentary,4.6,"2,002"
Home for Christmas,2019,TV-MA,27 min,"Comedy, Drama, Romance",7.5,238
Amy Schumer: Growing,2019,TV-MA,60 min,Comedy,5.4,"3,941"
Home for Christmas,2019,TV-MA,31 min,"Comedy, Drama, Romance",7.8,270
Home for Christmas,2019,TV-MA,29 min,"Comedy, Drama, Romance",7.3,292
Merry Men 2,2019,TV-MA,115 min,"Action, Comedy",6.4,71
Life Overtakes Me,2019,TV-PG,39 min,"Documentary, Short",6.5,"1,951"
The Gift,2019,TV-MA,43 min,"Drama, Fantasy, Mystery",7.5,634
Gigantosaurus,2019,TV-Y,22 min,Animation,6.5,178
Someone Great,2019,R,92 min,"Comedy, Romance",6.1,"22,717"
Thus Spoke Kishibe Rohan,2019,TV-MA,97 min,"Animation, Action, Adventure",7.5,"1,314"
Serenity,2019,R,106 min,"Drama, Mystery, Thriller",5.4,"41,427"
Carole & Tuesday,2019,TV-MA,22 min,"Animation, Drama, Music",7.8,"2,088"
Angel's Last Mission: Love,2019,TV-Y7,35 min,"Comedy, Drama, Fantasy",7.7,"2,167"
Fruits Basket,2019,TV-14,24 min,"Animation, Comedy, Drama",8.6,"6,270"
Cautious Hero: The Hero Is Overpowered but Overly Cautious,2019,TV-14,23 min,"Animation, Action, Adventure",7.4,"2,616"
Go! Live Your Way,2019,TV-Y7,40 min,"Comedy, Family, Musical",6.8,663
The Wandering Earth,2019,TV-MA,125 min,"Action, Adventure, Sci-Fi",5.9,"30,613"
We Summon the Darkness,2019,R,91 min,"Horror, Music, Thriller",5.2,"10,714"
"Welcome to Demon-School, Iruma-kun",2019,TV-14,23 min,"Animation, Comedy, Drama",7.7,"1,593"
A Cinderella Story: Christmas Wish,2019,PG,85 min,"Comedy, Family, Fantasy",5.2,"6,511"
You Cannot Hide,2019,TV-MA,44 min,"Action, Crime",6.4,"1,136"
Love on the Spectrum,2019,TV-14,45 min,"Documentary, Reality-TV, Romance",8.6,"6,066"
Dragons: Rescue Riders,2019,TV-Y,24 min,"Animation, Short, Action",6.0,330
Let It Snow,2019,PG-13,92 min,"Comedy, Romance",5.8,"22,032"
The Dark Crystal: Age of Resistance,2019,TV-PG,60 min,"Adventure, Drama, Family",8.4,"24,798"
Despite Everything,2019,TV-MA,78 min,Comedy,5.4,"5,074"
Elisa & Marcela,2019,TV-MA,118 min,"Biography, Drama, Romance",6.6,"4,981"
Knights of the Zodiac: Saint Seiya,2019,TV-14,24 min,"Animation, Action, Adventure",4.6,"1,896"
Mr. Iglesias,2019,TV-14,26 min,Comedy,7.3,122
L.A.'s Finest,2019,TV-14,60 min,"Action, Comedy, Crime",6.1,"7,787"
Seis Manos,2019,TV-MA,27 min,"Animation, Action, Adventure",7.1,"1,644"
Miracle in Cell No. 7,2019,TV-14,132 min,Drama,8.2,"48,567"
The Umbrella Academy,2019,TV-14,48 min,"Action, Adventure, Comedy",8.2,"3,869"
What/If,2019,TV-14,55 min,"Drama, Thriller",6.3,"15,483"
The Quintessential Quintuplets,2019,TV-PG,24 min,"Animation, Comedy, Drama",7.7,"4,864"
The Confession Killer,2019,TV-14,240 min,"Documentary, Crime",7.4,"9,222"
Coroner,2019,TV-MA,60 min,"Crime, Drama, Mystery",6.7,"4,494"
The Knight Before Christmas,2019,TV-PG,92 min,"Adventure, Comedy, Drama",5.5,"17,998"
Tuca & Bertie,2019,TV-MA,26 min,"Animation, Comedy",7.3,"7,337"
Klaus,2019,PG,96 min,"Animation, Adventure, Comedy",8.1,"146,975"
The Stranded,2019,TV-MA,46 min,"Adventure, Drama, Mystery",7.1,51
Trinkets,2019,TV-MA,30 min,"Comedy, Crime, Drama",7.0,"11,257"
A Second Chance: Rivals!,2019,PG,89 min,"Drama, Family, Sport",4.7,413
In the Tall Grass,2019,TV-MA,101 min,"Horror, Mystery, Sci-Fi",5.4,"56,339"
Undercover,2019,TV-MA,50 min,"Crime, Drama, Thriller",7.8,"17,309"
An Easy Girl,2019,TV-MA,92 min,"Comedy, Drama",5.6,"5,226"
The Devil Next Door,2019,TV-MA,44 min,"Documentary, Crime, History",7.6,467
The Devil Next Door,2019,TV-MA,44 min,"Documentary, Crime, History",7.6,423
The Spy,2019,TV-MA,53 min,"Drama, History",7.9,"42,038"
The Devil Next Door,2019,TV-MA,52 min,"Documentary, Crime, History",7.5,407
Monsoon,2019,Not Rated,85 min,"Drama, History, Romance",6.0,"2,102"
A Christmas Prince: The Royal Baby,2019,TV-PG,84 min,"Family, Romance",5.4,"6,844"
Late Night,2019,R,102 min,"Comedy, Drama",6.5,"37,701"
The Devil Next Door,2019,TV-MA,45 min,"Documentary, Crime, History",7.7,394
The Devil Next Door,2019,TV-MA,47 min,"Documentary, Crime, History",7.7,385
Dr. Stone,2019,TV-14,24 min,"Animation, Action, Adventure",8.1,"19,439"
My Husband Won't Fit,2019,TV-MA,40 min,"Drama, Romance",6.7,835
Romeo Akbar Walter,2019,Not Rated,141 min,"Action, Drama, Thriller",6.6,"5,862"
Kidnapping Stella,2019,TV-MA,89 min,"Crime, Thriller",4.9,"6,120"
Merry Happy Whatever,2019,TV-PG,26 min,Comedy,6.3,"4,710"
Glow Up: Britain's Next Make-Up Star,2019,TV-14,60 min,"Game-Show, Reality-TV",6.9,"2,355"
Child's Play,2019,R,90 min,"Drama, Horror, Sci-Fi",5.7,"51,894"
The Highwaymen,2019,R,132 min,"Biography, Crime, Drama",6.9,"91,163"
Capitani,2019,TV-MA,312 min,"Crime, Drama, Mystery",6.6,"5,386"
Velvet Buzzsaw,2019,R,113 min,"Horror, Mystery, Thriller",5.7,"61,331"
Killerman,2019,R,112 min,"Action, Crime, Thriller",5.4,"10,666"
The Unicorn,2019,TV-PG,22 min,"Comedy, Drama, Family",7.2,"4,268"
IO,2019,TV-14,96 min,"Adventure, Drama, Sci-Fi",4.7,"34,443"
The Twelve,2019,TV-MA,50 min,"Drama, Thriller",7.4,"5,359"
Living with Yourself,2019,TV-MA,26 min,"Comedy, Drama, Sci-Fi",7.2,"31,253"
Criminal: UK,2019,TV-MA,43 min,"Crime, Drama, Mystery",7.6,"18,693"
Kota Factory,2019,TV-14,45 min,"Comedy, Drama",9.1,"71,138"
7Seeds,2019,TV-MA,25 min,"Animation, Action, Adventure",6.3,"1,459"
Imperfect,2019,TV-PG,113 min,"Comedy, Drama, Family",7.8,"1,141"
Twin Murders: The Silence of the White City,2019,TV-MA,110 min,"Adventure, Crime, Drama",5.3,"5,416"
The Courier,2019,R,99 min,"Action, Crime, Drama",4.8,"11,368"
Bard of Blood,2019,TV-MA,45 min,"Action, Adventure, Drama",6.8,"13,114"
The Trial,2019,TV-MA,52 min,"Crime, Thriller",7.2,"3,271"
Chambers,2019,TV-MA,60 min,"Drama, Fantasy, Horror",6.4,"8,615"
Turn Up Charlie,2019,TV-MA,30 min,"Comedy, Music",7.0,"7,511"
In the Shadow of the Moon,2019,TV-MA,115 min,"Action, Crime, Mystery",6.2,"53,157"
Another Life,2019,TV-MA,43 min,"Adventure, Drama, Mystery",5.2,"35,855"
Prank Encounters,2019,TV-MA,24 min,"Comedy, Horror, Reality-TV",5.2,"2,813"
Pets United,2019,TV-Y7,89 min,"Animation, Adventure, Comedy",3.7,"2,803"
Playing with Fire,2019,TV-MA,43 min,Drama,5.9,"1,018"
The Society,2019,TV-MA,58 min,"Drama, Mystery, Sci-Fi",7.1,"29,809"
Kono Oto Tomare!,2019,TV-14,23 min,"Animation, Drama, Music",7.9,918
Triple Frontier,2019,R,125 min,"Action, Thriller",6.4,"128,044"
The Queen of Black Magic,2019,Not Rated,99 min,"Drama, Horror, Mystery",6.5,"2,411"
John Mulaney & the Sack Lunch Bunch,2019,TV-PG,70 min,"Comedy, Family, Musical",7.4,"3,561"
The Last Summer,2019,TV-14,109 min,"Comedy, Romance",5.5,"13,313"
The Movies That Made Us,2019,TV-PG,44 min,"Documentary, Family, History",7.6,"6,449"
Badla,2019,Not Rated,118 min,"Crime, Drama, Mystery",7.8,"28,099"
Astra Lost in Space,2019,TV-14,23 min,"Animation, Action, Adventure",8.0,"1,417"
The Hard Way,2019,Not Rated,92 min,"Action, Thriller",4.8,"3,328"
"The Mind, Explained",2019,TV-14,20 min,Documentary,8.0,"5,404"
The Politician,2019,TV-14,42 min,"Comedy, Drama",7.5,"22,532"
ZeroZeroZero,2019,TV-MA,60 min,"Crime, Drama, Thriller",8.2,"25,048"
The Bonfire of Destiny,2019,TV-MA,48 min,"Drama, History",7.6,"4,742"
Gundala,2019,TV-14,123 min,"Action, Adventure, Drama",6.1,"5,049"
Unnatural Selection,2019,TV-MA,68 min,Documentary,7.5,87
Unnatural Selection,2019,TV-MA,62 min,Documentary,7.3,87
Les de l'hoquei,2019,TV-MA,50 min,"Drama, Sport",6.9,457
Unnatural Selection,2019,TV-MA,64 min,Documentary,7.2,94
How to Train Your Dragon: The Hidden World,2019,PG,104 min,"Animation, Action, Adventure",7.4,"127,862"
Kengan Ashura,2019,TV-MA,24 min,"Animation, Action, Sport",8.0,"5,027"
Unnatural Selection,2019,TV-MA,70 min,Documentary,7.6,127
Beastars,2019,TV-MA,23 min,"Animation, Crime, Drama",7.6,511
Le chant du loup,2019,TV-14,115 min,"Action, Thriller",6.9,"18,005"
Monarca,2019,TV-MA,43 min,Drama,7.8,"3,323"
Secret Obsession,2019,TV-14,97 min,Thriller,4.4,"21,867"
Jinn,2019,TV-14,30 min,"Drama, Fantasy, Horror",3.4,"10,184"
In Family I Trust,2019,TV-MA,97 min,"Comedy, Romance",6.2,"3,267"
The Stranded,2019,TV-MA,50 min,"Adventure, Drama, Mystery",7.1,56
A Shaun the Sheep Movie: Farmageddon,2019,G,86 min,"Animation, Adventure, Comedy",6.8,"13,797"
No Good Nick,2019,TV-PG,30 min,"Comedy, Drama, Family",5.9,"3,039"
The Promised Neverland,2019,TV-14,23 min,"Animation, Action, Adventure",8.3,"37,094"
Get In,2019,TV-MA,97 min,"Drama, Horror, Thriller",5.6,"2,822"
The Great Hack,2019,TV-MA,114 min,"Documentary, Biography, History",7.0,"23,656"
Home for Christmas,2019,TV-MA,29 min,"Comedy, Drama, Romance",7.7,"13,956"
Formula 1: Drive to Survive,2019,TV-MA,40 min,"Documentary, Sport",8.6,"39,632"
