title,year released,certificate,duration_min,genre ,rating,votes,age
Danger Mouse,2015,TV-Y7,22,Animation,7.1,604,7
The Adventures of Puss in Boots,2015,TV-Y7,23,Animation,6.5,"1,759",7
Fauda,2015,TV-MA,60,Action,8.2,"26,699",7
Beasts of No Nation,2015,TV-MA,137,Drama,7.7,"81,447",7
A Faster Horse,2015,Not Rated,85,Documentary,6.7,675,7
Frozen Fever,2015,G,8,Animation,6.8,"16,300",7
Crazy Ex-Girlfriend,2015,TV-14,42,Comedy,7.8,"20,397",7
Jessica Jones,2015,TV-MA,56,Action,7.9,"213,221",7
Into the Badlands,2015,TV-14,42,Action,7.9,"46,547",7
Servant of the People,2015,TV-MA,28,Comedy,7.3,"3,486",7
12 Rounds 3: Lockdown,2015,R,90,Action,5.1,"4,292",7
Grace and Frankie,2015,TV-MA,30,Comedy,8.2,"51,896",7
In the Heart of the Sea,2015,PG-13,122,Action,6.9,"139,010",7
Supergirl,2015,TV-PG,42,Action,7.4,"1,139",7
Requiem for the American Dream,2015,Not Rated,73,Documentary,8.1,"9,838",7
Her Infidelity,2015,TV-14,83,Drama,3.5,565,7
Supergirl,2015,TV-PG,42,Action,7.7,"1,235",7
Supergirl,2015,TV-PG,42,Action,7.7,"1,420",7
The Revenant,2015,R,156,Action,8,"794,404",7
Papa Hegway in Cuba,2015,R,110,Biography,6.3,"1,548",7
Supergirl,2015,TV-PG,42,Action,6.9,"1,148",7
Supergirl,2015,TV-14,42,Action,6.8,"1,182",7
Nise: The Heart of Madness,2015,Not Rated,106,Biography,7.6,"2,422",7
Yosemite,2015,R,80,Drama,4.7,889,7
Supergirl,2015,TV-PG,42,Action,6.6,"1,321",7
Smosh: The Movie,2015,PG-13,84,Adventure,3.2,"6,569",7
Little Witch Academia: The Enchanted Parade,2015,TV-Y7,54,Animation,7.3,"1,736",7
F Is for Family,2015,TV-MA,29,Animation,8.5,455,7
Supergirl,2015,TV-PG,43,Action,6.2,"123,705",7
Supergirl,2015,TV-PG,42,Action,7.7,"1,397",7
Supergirl,2015,TV-PG,42,Action,6.6,"1,561",7
Poldark,2015,TV-14,60,Drama,8.3,"31,763",7
Cash Only,2015,Not Rated,91,Crime,6,"1,246",7
Cleveland Abduction,2015,TV-14,88,Biography,6.6,"7,425",7
Call My Agent!,2015,TV-MA,52,Comedy,8.3,"14,448",7
Good Witch,2015,TV-PG,48,Comedy,7.3,"10,753",7
Miraculous: Tales of Ladybug & Cat Noir,2015,TV-Y7,20,Animation,7.6,"11,332",7
Killjoys,2015,TV-MA,42,Action,7.2,"22,283",7
Zoo,2015,TV-14,42,Drama,6.6,"24,869",7
F Is for Family,2015,TV-MA,28,Animation,8.1,385,7
7 Chinese Brothers,2015,Not Rated,76,Comedy,5.6,"1,565",7
Soaked in Bleach,2015,Not Rated,90,Documentary,7.3,"13,808",7
Limitless,2015,TV-14,42,Comedy,7.6,"67,426",7
F Is for Family,2015,TV-MA,27,Animation,7.5,453,7
F Is for Family,2015,TV-MA,28,Animation,8.1,388,7
Manson Family Vacation,2015,Not Rated,84,Comedy,5.8,"3,027",7
Bloodline,2015,TV-MA,60,Drama,7.9,"52,302",7
Ava's Possessions,2015,R,89,Comedy,5.6,"3,202",7
Chef's Table,2015,TV-MA,50,Documentary,8.5,"15,573",7
Supergirl,2015,TV-PG,42,Action,7.5,"1,133",7
BattleBots,2015,TV-PG,44,Action,8.3,26,7
Walt Before Mickey,2015,PG,107,Biography,5.9,"6,117",7
Supergirl,2015,TV-PG,42,Action,7.3,"1,189",7
Child 44,2015,R,137,Crime,6.4,"71,468",7
River,2015,TV-MA,60,Crime,8,"23,968",7
Sense8,2015,TV-MA,60,Drama,8.2,"153,913",7
Hot Girls Wanted,2015,TV-MA,84,Documentary,6.1,"17,679",7
Pan,2015,PG,111,Action,5.7,"64,414",7
F Is for Family,2015,TV-MA,29,Animation,7.9,371,7
The DUFF,2015,PG-13,101,Comedy,6.4,"94,704",7
Chris Tucker Live,2015,TV-MA,92,Documentary,6.3,"1,981",7
iZombie,2015,TV-14,42,Comedy,7.8,"67,849",7
Ever After High: Way Too Wonderland,2015,TV-G,90,Animation,7.4,356,7
Vis a vis,2015,TV-MA,53,Drama,8.2,"22,298",7
Rodeo & Juliet,2015,Unrated,88,Drama,4.7,"1,063",7
Underwear,2015,TV-14,50,Comedy,7.3,953,7
Advantageous,2015,Not Rated,90,Drama,6.1,"5,561",7
Secrets of Great British Castles,2015,TV-PG,45,Documentary,7.7,"1,092",7
The Last Kingdom,2015,TV-MA,56,Action,8.3,"2,793",7
BattleBots,2015,TV-PG,83,Action,8.4,19,7
Furious 7,2015,PG-13,137,Action,7.1,"388,751",7
Naked Among Wolves,2015,Not Rated,105,Drama,7.2,"4,007",7
Seoul Searching,2015,TV-MA,105,Comedy,7,"1,759",7
Supergirl,2015,TV-PG,42,Action,8.2,"1,252",7
Merlí,2015,TV-MA,58,Comedy,8.6,"8,555",7
Grace and Frankie,2015,TV-MA,30,Comedy,7.8,401,7
Grace and Frankie,2015,TV-MA,28,Comedy,8.1,428,7
Hellions,2015,Not Rated,80,Drama,4.2,"3,329",7
The Mr. Peabody & Sherman Show,2015,TV-Y7,23,Animation,5.5,457,7
Supergirl,2015,TV-PG,42,Action,7.1,"1,345",7
Into the Forest,2015,R,101,Drama,5.8,"20,884",7
H2O: Mermaid Adventures,2015,TV-Y7,25,Animation,5.5,205,7
F Is for Family,2015,TV-MA,28,Animation,7.7,416,7
Versailles,2015,TV-MA,52,Biography,7.9,"16,726",7
Ash vs Evil Dead,2015,TV-MA,30,Action,8.4,"73,097",7
Mr. Robot,2015,TV-MA,49,Crime,8.6,"383,470",7
The Admiral,2015,TV-PG,151,Action,7,"9,848",7
Dark Summer,2015,Not Rated,81,Horror,4.2,"3,354",7
The Expanse,2015,TV-14,60,Drama,8.5,"151,611",7
Rooster's Blood,2015,TV-MA,84,Action,5.2,172,7
Gridlocked,2015,R,110,Action,5.8,"4,650",7
The Last Kingdom,2015,TV-MA,60,Action,8.5,"136,939",7
Master of None,2015,TV-MA,30,Comedy,8.2,"73,214",7
Anthony Jeselnik: Thoughts and Prayers,2015,TV-MA,59,Comedy,7.7,"5,372",7
Ófærð,2015,TV-14,60,Crime,8,"21,642",7
BattleBots,2015,TV-PG,83,Action,7.9,21,7
Lift Me Up,2015,Not Rated,108,Family,5.6,676,7
The Last Kingdom,2015,TV-14,51,Action,9.3,"2,846",7
Scream: The TV Series,2015,TV-14,45,Comedy,7.1,"41,077",7
Narcos,2015,TV-MA,49,Biography,8.8,"416,307",7
Green Room,2015,R,95,Crime,7,"123,286",7
Schitt's Creek,2015,TV-14,22,Comedy,8.5,"118,638",7
Daredevil,2015,TV-MA,54,Action,8.6,"434,141",7
"What Happened, Miss Simone?",2015,Not Rated,101,Documentary,7.6,"13,970",7
Grace and Frankie,2015,TV-MA,32,Comedy,7.9,385,7
The Chosen,2015,R,88,Horror,3.5,"2,149",7
Better Call Saul,2015,TV-MA,46,Crime,8.9,"501,384",7
F Is for Family,2015,TV-MA,29,Animation,8.1,394,7
The Danish Girl,2015,R,119,Biography,7.1,"185,277",7
The Last Kingdom,2015,TV-MA,55,Action,8.6,"2,506",7
John Mulaney: The Comeback Kid,2015,TV-MA,62,Comedy,7.9,"8,663",7
F Is for Family,2015,TV-MA,28,Animation,7.8,390,7
How Sarah Got Her Wings,2015,Unrated,88,Drama,5.5,"1,791",7
BattleBots,2015,TV-PG,83,Action,8.6,16,7
Final Girl,2015,R,84,Horror,4.7,"15,916",7
Jago: A Life Underwater,2015,G,48,Documentary,7.4,"1,317",7
Henry Gamble's Birthday Party,2015,Unrated,87,Drama,6.1,"3,126",7
BattleBots,2015,TV-PG,83,Action,7.9,16,7
The Last Kingdom,2015,TV-MA,60,Action,8.5,"136,936",7
Sinatra Being Frank,2015,TV-PG,81,Documentary,6.4,260,7
BattleBots,2015,TV-PG,83,Action,8,15,7
Ófærð,2015,TV-14,60,Crime,8,"21,641",7
The Asterisk War,2015,TV-14,23,Animation,6.8,"2,106",7
The Submarine Kid,2015,Unrated,109,Drama,5.6,879,7
12 Monkeys,2015,TV-14,42,Adventure,7.7,"44,864",7
Glitch,2015,TV-MA,45,Drama,7.2,"18,276",7
The istry of Time,2015,TV-MA,70,Action,8.2,"5,023",7
Ashby,2015,R,100,Comedy,6.4,"15,729",7
Brooklyn,2015,PG-13,117,Drama,7.5,"142,184",7
Supergirl,2015,TV-PG,42,Action,5.9,"1,352",7
Keith Richards: Under the Influence,2015,TV-PG,81,Documentary,7.1,"3,418",7
Supergirl,2015,TV-14,42,Action,6.3,"1,345",7
BattleBots,2015,TV-PG,83,Action,7.8,19,7
The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,2015,PG-13,96,Documentary,7.7,731,7
Me Him Her,2015,Not Rated,98,Comedy,5.2,"1,530",7
Supergirl,2015,TV-PG,42,Action,7,"1,065",7
The Little Prince,2015,PG,108,Animation,7.7,"62,222",7
A Very Murray Christmas,2015,TV-MA,56,Comedy,5.5,"15,499",7
Shimoneta: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,2015,TV-MA,22,Animation,7,"2,428",7
PJ Masks,2015,TV-Y,24,Animation,5.3,"1,293",7
Look Who's Back,2015,Not Rated,116,Comedy,7,"45,688",7
Sicario,2015,R,121,Action,7.6,"425,967",7
Supergirl,2015,TV-PG,42,Action,7.6,"1,046",7
The Last Kingdom,2015,TV-MA,53,Action,8.4,"2,447",7
Kung Fury,2015,Not Rated,31,Short,8,"59,747",7
Unbreakable Kimmy Schmidt,2015,TV-14,30,Comedy,7.6,"72,009",7
BattleBots,2015,TV-14,83,Action,8,26,7
Supergirl,2015,TV-PG,42,Action,6.6,"1,225",7
Spotless,2015,TV-MA,60,Crime,7.7,"3,686",7
Matt Braunger: Big Dumb Animal,2015,TV-MA,64,Documentary,7.3,286,7
Supergirl,2015,TV-PG,42,Action,8.5,"1,907",7
Ang probinsyano,2015,TV-14,99,Action,3.6,296,7
Twinsters,2015,PG-13,89,Documentary,7.5,"4,805",7
Dragons: Race to the Edge,2015,TV-Y7-FV,22,Animation,8.2,"6,520",7
F Is for Family,2015,TV-MA,28,Animation,7.6,379,7
The Founder,2016,PG-13,115,Biography,7.2,"150,116",6
White Rabbit Project,2016,TV-PG,48,Reality-TV,6.9,"1,680",6
Bordertown,2016,TV-MA,58,Crime,7.1,152,6
A Yellow Bird,2016,Not Rated,112,Drama,5.4,240,6
The Hurt Business,2016,PG-13,107,Documentary,6.4,947,6
Mascots,2016,TV-MA,89,Comedy,5.8,"7,499",6
Gilmore Girls: A Year in the Life,2016,TV-14,370,Comedy,7.6,"38,451",6
Frequency,2016,TV-MA,42,Drama,7.4,"13,862",6
Don't Breathe,2016,R,88,Crime,7.1,"272,361",6
Ever After High: Dragon Games,2016,TV-G,90,Animation,7.1,304,6
Jimmy Carr: Funny Business,2016,Not Rated,62,Comedy,7.2,"4,433",6
Bordertown,2016,TV-MA,60,Crime,7.6,149,6
Batman v Superman: Dawn of Justice,2016,PG-13,152,Action,6.4,"694,619",6
Bordertown,2016,TV-MA,60,Crime,7.4,147,6
The Last Heist,2016,TV-MA,84,Action,3.6,"2,632",6
Luke Cage,2016,TV-MA,55,Action,7.3,"130,409",6
Hunt for the Wilderpeople,2016,PG-13,101,Adventure,7.8,"130,345",6
Bordertown,2016,TV-MA,59,Crime,7,146,6
DC's Legends of Tomorrow,2016,TV-14,42,Action,8.8,"1,383",6
The Secret Life of Pets,2016,PG,87,Animation,6.5,"201,790",6
The Invisible Guest,2016,TV-MA,106,Crime,8,"174,610",6
Bordertown,2016,TV-MA,59,Crime,7.2,158,6
The Shannara Chronicles,2016,TV-14,42,Adventure,7.1,"60,428",6
Swedish Dicks,2016,TV-MA,30,Comedy,6.7,"3,383",6
The Land Before Time XIV: Journey of the Brave,2016,G,82,Animation,5.6,766,6
Greenleaf,2016,TV-14,42,Drama,6.3,54,6
Fuller House,2016,TV-G,30,Comedy,6.7,"27,643",6
Greenleaf,2016,TV-14,41,Drama,6.4,52,6
Flowering Heart,2016,TV-Y7,12,Animation,7.2,49,6
Pacific Heat,2016,TV-14,22,Animation,5.7,"1,147",6
Rainbow Ruby,2016,TV-Y,11,Animation,6.5,81,6
ARQ,2016,TV-MA,88,Action,6.3,"39,434",6
Mob Psycho 100,2016,TV-14,24,Animation,8.6,"30,081",6
Kim's Convenience,2016,TV-14,22,Comedy,8.2,"18,672",6
Derren Brown: Pushed to the Edge,2016,TV-MA,68,Reality-TV,7.5,"3,781",6
I.T.,2016,Not Rated,95,Crime,5.5,"16,145",6
Greenleaf,2016,TV-14,42,Drama,6,48,6
Greenleaf,2016,TV-14,42,Drama,6.2,50,6
Middle School: The Worst Years of My Life,2016,PG,92,Animation,6,"9,209",6
The Characters,2016,TV-MA,30,Comedy,5.3,885,6
"The Rolling Stones Olé, Olé, Olé!: A Trip Across Latin America",2016,TV-14,105,Documentary,7.4,"1,326",6
Greenleaf,2016,TV-14,42,Drama,6.2,49,6
Greenleaf,2016,TV-14,42,Drama,6.2,57,6
A United Kingdom,2016,PG-13,111,Biography,6.9,"16,239",6
Kevin Hart: What Now?,2016,R,96,Documentary,5.9,"9,557",6
Timeless,2016,TV-14,60,Action,7.6,"42,921",6
Let's Be Evil,2016,Not Rated,82,Horror,4.3,"7,998",6
Bordertown,2016,TV-MA,56,Crime,7.5,159,6
Sometimes,2016,TV-14,110,Drama,7.2,866,6
Bordertown,2016,TV-MA,60,Crime,7.1,174,6
The Exorcism of Anna Ecklund,2016,Not Rated,79,Horror,2.5,"1,124",6
Trailer Park Boys: Out of the Park,2016,TV-MA,30,Adventure,7,"2,379",6
El marginal,2016,TV-MA,60,Crime,8.2,"4,115",6
Bordertown,2016,TV-MA,57,Crime,7.7,131,6
Prey,2016,Not Rated,108,Comedy,5.3,"2,519",6
The Journey Is the Destination,2016,R,123,Drama,6.3,646,6
Chelsea Does,2016,TV-MA,70,Documentary,7.3,"2,501",6
David Brent: Life on the Road,2016,Not Rated,96,Comedy,6.3,"20,604",6
Stalked by My Doctor: The Return,2016,TV-14,97,Thriller,5.7,865,6
The Good Place,2016,TV-PG,22,Comedy,8.2,"156,760",6
Ever After High: Epic Winter,2016,TV-G,90,Animation,7.3,326,6
7:19,2016,TV-14,94,Drama,5.8,656,6
American Crime Story,2016,TV-MA,42,Biography,8.4,"95,054",6
dhorn,2016,TV-MA,89,Comedy,6.3,"12,866",6
Madaari,2016,Not Rated,133,Drama,7.6,"14,377",6
Slam,2016,TV-MA,100,Comedy,6.1,"1,337",6
The Boulet Brothers' Dragula,2016,TV-MA,48,Game-Show,7.9,"1,217",6
The Nice Guys,2016,R,116,Action,7.3,"324,865",6
Designated Survivor,2016,TV-14,60,Action,7.5,"90,424",6
The Oscars,2016,TV-14,175,Music,6.4,"2,159",6
Rocco,2016,TV-MA,105,Documentary,5.7,"4,101",6
Little Boxes,2016,Not Rated,84,Comedy,5.9,"2,046",6
Plan de fuga,2016,Not Rated,105,Action,5.6,"1,909",6
My Hero Academia,2016,TV-14,24,Animation,8.4,"60,041",6
A Wish For Christmas,2016,TV-G,84,Drama,5.9,"4,787",6
Tom Segura: Mostly Stories,2016,TV-MA,73,Comedy,7.5,"3,703",6
Magi: Sinbad no Bouken,2016,TV-14,24,Animation,7.5,"2,254",6
Sebastian Maniscalco: Why Would You Do That?,2016,TV-14,63,Comedy,7.4,"1,127",6
Bert Kreischer: The Machine,2016,TV-MA,70,Comedy,7.6,"1,606",6
Chesapeake Shores,2016,TV-PG,42,Drama,7.5,"7,676",6
The Crown,2016,TV-MA,58,Biography,8.7,"199,885",6
Tony Hinchcliffe: One Shot,2016,TV-MA,57,Comedy,6,209,6
Hajwala: The Missing Engine,2016,PG-13,96,Action,2,261,6
The Crown,2016,TV-MA,58,Biography,8.7,"199,898",6
The Redeemed and the Doant: Fittest on Earth,2016,Unrated,104,Documentary,7.1,"1,599",6
Stranger Things,2016,TV-14,51,Drama,8.7,"1,149,889",6
Stranger Things,2016,TV-14,51,Drama,8.7,"1,149,902",6
Mostly Sunny,2016,TV-MA,83,Documentary,5.4,759,6
Kabaneri of the Iron Fortress,2016,TV-MA,23,Animation,7.2,"5,554",6
Deuces,2016,TV-MA,87,Action,5.8,"1,020",6
Lucifer,2016,TV-14,60,Crime,7.5,"5,131",6
Zoolander: Super Model,2016,Not Rated,84,Animation,4.9,168,6
The Darkest Dawn,2016,Not Rated,76,Action,4,"2,126",6
Animal Kingdom,2016,TV-MA,60,Crime,8.2,"37,944",6
Chasing Trane: The John Coltrane Documentary,2016,Not Rated,99,Documentary,7.3,"2,340",6
Lady Dynamite,2016,TV-MA,30,Comedy,7.3,"3,734",6
Shepherds and Butchers,2016,R,102,Crime,6.8,"3,388",6
Shadow of Truth,2016,TV-MA,40,Documentary,8,"1,475",6
Lucifer,2016,TV-14,42,Crime,8.1,"318,933",6
The River Thief,2016,Not Rated,87,Action,5.2,497,6
Special Correspondents,2016,TV-MA,101,Comedy,5.9,"24,467",6
Billions,2016,TV-MA,60,Drama,8.4,"93,451",6
Lucifer,2016,TV-14,42,Crime,8.1,"318,928",6
Gods of Egypt,2016,PG-13,127,Action,5.4,"117,441",6
Chasing Cameron,2016,TV-PG,31,Reality-TV,3.6,503,6
La Doña,2016,TV-14,45,Drama,6.9,636,6
Sausage Party,2016,R,89,Animation,6.1,"194,159",6
Strange Weather,2016,R,92,Drama,6,"1,597",6
Ejen Ali,2016,PG,21,Animation,8.5,291,6
Terrifier,2016,Unrated,82,Horror,5.6,"19,119",6
Only for One Night,2016,TV-14,86,Crime,4.3,721,6
The Good Place,2016,TV-PG,22,Comedy,8,"1,926",6
The Good Place,2016,TV-PG,22,Comedy,7.4,"1,878",6
Travelers,2016,TV-MA,45,Drama,8,"56,239",6
Patton Oswalt: Talking for Clapping,2016,TV-MA,65,Documentary,6.8,"2,025",6
The Good Place,2016,TV-PG,22,Comedy,7.7,"1,915",6
World of Winx,2016,TV-Y7,30,Animation,6.7,737,6
The White Helmets,2016,TV-14,41,Documentary,7.5,"7,777",6
Green is Gold,2016,R,81,Crime,5.9,989,6
The Good Place,2016,TV-PG,22,Comedy,7.7,"1,829",6
The OA,2016,TV-MA,60,Drama,7.8,"104,258",6
Below Her Mouth,2016,Not Rated,94,Drama,5.5,"12,539",6
Lego Friends: The Power of Friendship,2016,TV-G,23,Animation,6.8,55,6
Shooter,2016,TV-14,60,Action,7.5,"36,802",6
Bordertown,2016,TV-MA,60,Crime,7.9,170,6
Good Morning Call,2016,TV-14,48,Comedy,7.5,"3,199",6
Ask the StoryBots,2016,TV-Y,24,Animation,8.4,904,6
Midnight Diner: Tokyo Stories,2016,TV-14,24,Drama,8.4,"4,238",6
Luna Petunia,2016,TV-Y,22,Animation,6.3,55,6
Iliza Shlesinger: Confirmed Kills,2016,TV-MA,77,Comedy,6.6,"2,912",6
Below Deck Mediterranean,2016,TV-14,43,Reality-TV,7.5,"2,757",6
The Ranch,2016,TV-MA,30,Comedy,7.5,"38,824",6
True Memoirs of an International Assassin,2016,TV-14,98,Action,5.9,"23,068",6
Queen of the South,2016,TV-MA,42,Action,8,"30,158",6
The Fury of a Patient Man,2016,TV-MA,92,Crime,6.7,"12,125",6
Ajin,2016,TV-MA,24,Animation,7.6,"6,345",6
DC's Legends of Tomorrow,2016,TV-14,42,Action,6.8,"104,446",6
Feed the Beast,2016,TV-14,60,Crime,6.7,"3,410",6
Lucifer,2016,TV-14,51,Crime,8,"4,230",6
De held,2016,TV-14,96,Crime,5.1,437,6
XOXO,2016,TV-MA,92,Drama,5.3,"7,049",6
'76,2016,Not Rated,118,Drama,5.6,234,6
House of Bodies,2016,Not Rated,79,Crime,3.8,"6,847",6
Pandora,2016,Not Rated,136,Action,6.6,"7,572",6
The Lighthouse of the Whales,2016,TV-MA,110,Biography,6.7,"3,942",6
Marcella,2016,TV-MA,45,Crime,7.4,"31,515",6
Operation Avalanche,2016,R,94,Comedy,6,"7,357",6
Forgiven,2016,TV-14,79,Drama,3.8,224,6
Medici,2016,TV-14,60,Biography,7.9,"19,261",6
Your Name.,2016,PG,106,Animation,8.4,"262,352",6
Shadowhunters,2016,TV-14,42,Action,6.5,"63,040",6
LBJ,2016,R,98,Biography,6.5,"6,872",6
Love,2016,TV-MA,50,Comedy,7.7,"42,755",6
Captain America: Civil War,2016,PG-13,147,Action,7.8,"776,556",6
Hip-Hop Evolution,2016,TV-MA,90,Documentary,8.4,"6,027",6
The Bad Batch,2016,R,118,Action,5.2,"31,725",6
Skylanders Academy,2016,TV-Y7,25,Animation,6.6,781,6
Borderline,2016,TV-14,30,Comedy,7.1,"1,547",6
Lucifer,2016,TV-14,55,Crime,6.4,"5,073",6
Chelsea,2016,TV-MA,30,Comedy,6.1,"2,081",6
Hot Bot,2016,Not Rated,86,Comedy,3.3,"3,679",6
Hulk: Where Monsters Dwell,2016,PG,75,Animation,5.3,"1,216",6
Skiptrace,2016,PG-13,107,Action,5.6,"21,027",6
Kuromukuro,2016,TV-14,24,Animation,7.2,"1,303",6
Grizzy and the Lemgs,2016,TV-Y7,7,Animation,7.1,627,6
Dieter Nuhr: Nuhr in Berlin,2016,Not Rated,69,Comedy,4.7,71,6
Bo Burnham: Make Happy,2016,TV-MA,60,Comedy,8.3,"15,207",6
The K2,2016,TV-14,60,Drama,7.8,"6,554",6
Kulipari: An Army of Frogs,2016,TV-Y7,20,Animation,6.8,262,6
Last Chance U,2016,TV-MA,55,Documentary,8.4,"6,962",6
DC's Legends of Tomorrow,2016,TV-14,42,Action,8.1,"1,130",6
Lucifer,2016,TV-14,56,Crime,8.7,"3,832",6
I'll Be Home for Christmas,2016,TV-G,84,Drama,6.1,"2,519",6
Backstabbed,2016,TV-PG,88,Drama,4.8,561,6
Lord Put a Ring on It,2016,PG,94,Comedy,7.6,22,6
Pete Johansson: You Might also Enjoy Pete Johansson,2016,TV-MA,67,Comedy,6.1,183,6
We Are Pregnant,2016,TV-MA,100,Comedy,5.5,"1,544",6
Marauders,2016,R,107,Action,5.5,"22,443",6
Red Sea 4K,2016,TV-G,50,Documentary,6.4,57,6
The Good Place,2016,TV-PG,22,Comedy,8.4,"1,983",6
Word Party,2016,TV-Y,11,Animation,5.5,355,6
Indie Game: Life After,2016,Unrated,125,Documentary,5.7,499,6
"Re: Zero, Starting Life in Another World",2016,TV-14,24,Animation,8.1,"18,302",6
Rocky Handsome,2016,Not Rated,119,Action,6.8,"8,468",6
StartUp,2016,Not Rated,44,Crime,7.8,"29,045",6
Marseille,2016,TV-MA,41,Drama,6.8,"5,220",6
Roman Empire,2016,TV-MA,48,Documentary,7,"7,899",6
Two Lovers and a Bear,2016,R,96,Adventure,6,"1,947",6
Hannibal Buress: Comedy Camisado,2016,TV-MA,83,Comedy,6.6,"1,540",6
Resident Evil: The Final Chapter,2016,R,107,Action,5.5,"94,352",6
Team Foxcatcher,2016,TV-14,90,Documentary,7.3,"6,688",6
The Infiltrator,2016,R,127,Biography,7,"74,191",6
Blue Mountain State: The Rise of Thadland,2016,R,90,Comedy,5.7,"15,853",6
Live by Night,2016,R,129,Action,6.4,"57,377",6
Diário de um Exorcista - Zero,2016,TV-MA,98,Horror,3.7,625,6
Long Nights Short Mornings,2016,Not Rated,100,Drama,5.4,973,6
Greenleaf,2016,TV-14,60,Drama,7.4,"5,311",6
Boyka: Undisputed,2016,R,86,Action,6.9,"29,267",6
Before I Wake,2016,PG-13,97,Drama,6.2,"46,899",6
Sniper: Ghost Shooter,2016,R,99,Action,5.4,"4,147",6
13th,2016,TV-MA,100,Documentary,8.2,"35,589",6
Kahi,2016,G,95,Drama,7.1,71,6
A Weekend with the Family,2016,TV-14,82,Comedy,4.8,382,6
Degrassi: Next Class,2016,TV-PG,30,Drama,6.8,"3,360",6
The Good Place,2016,TV-PG,22,Comedy,8.2,"1,937",6
The Break,2016,TV-MA,52,Crime,7.6,"6,554",6
Emma' (Mother),2016,TV-14,77,Biography,6.9,148,6
Rebellion,2016,TV-MA,258,Drama,7.1,"3,890",6
Dark Net,2016,TV-MA,30,Documentary,7,"1,500",6
Indiscretion,2016,Not Rated,99,Thriller,4.8,"1,074",6
Retribution,2016,TV-MA,231,Drama,7,"8,444",6
Spectral,2016,PG-13,107,Action,6.3,"59,604",6
Flowers,2016,TV-14,30,Comedy,8.1,"5,734",6
Brain on Fire,2016,PG-13,88,Biography,6.6,"21,728",6
Coach Snoop,2016,TV-MA,30,Documentary,6.7,601,6
You Me Her,2016,TV-MA,28,Comedy,7,"10,445",6
Jin Xiu Wei Yang,2016,TV-14,45,Drama,7.8,843,6
Beat Bugs,2016,TV-Y,24,Animation,7.6,526,6
FirstBorn,2016,Not Rated,86,Horror,4.8,"1,928",6
The Search for Life in Space,2016,Not Rated,32,Documentary,6.4,718,6
The Fundamentals of Caring,2016,TV-MA,97,Comedy,7.3,"72,933",6
Age of Youth,2016,TV-14,60,Comedy,8.3,"2,274",6
Little Things,2016,TV-MA,16,Comedy,8.2,"6,804",6
Hurricane Bianca,2016,TV-MA,84,Comedy,5.8,"6,462",6
The Panama Papers,2016,PG,43,Documentary,6.6,16,6
Secret City,2016,TV-MA,49,Mystery,7.4,"8,223",6
Maggie & Bianca: Fashion Friends,2016,TV-Y7,24,Comedy,5.9,168,6
Amanda Knox,2016,TV-MA,92,Documentary,6.9,"24,777",6
The Do-Over,2016,TV-MA,108,Action,5.7,"46,845",6
The Good Place,2016,TV-PG,22,Comedy,7.3,"1,871",6
Bungou Stray Dogs,2016,TV-14,24,Animation,7.8,"6,230",6
Hap and Leonard,2016,TV-MA,60,Crime,7.6,"7,790",6
Peter and the Farm,2016,Unrated,91,Documentary,7.1,801,6
Berserk,2016,TV-MA,24,Animation,6.8,"6,089",6
The Get Down,2016,TV-MA,52,Drama,8.2,"22,628",6
Konosuba: God's Blessing on This Wonderful World!,2016,TV-14,24,Animation,7.8,"10,903",6
Lucifer,2016,TV-14,55,Crime,8.7,"3,831",6
Stranger Things,2016,TV-14,85,Drama,8.6,"18,702",6
Tellur Aliens,2016,TV-Y,67,Animation,4.3,96,6
The Girl with All the Gifts,2016,R,111,Action,6.6,"59,969",6
Stranger Things,2016,TV-14,98,Drama,9.6,"36,276",6
Stranger Things,2016,TV-14,76,Drama,8.1,"16,606",6
Stranger Things,2016,TV-14,78,Drama,9.4,"32,816",6
Big Fish & Begonia,2016,PG-13,100,Animation,7,"6,305",6
Stranger Things,2016,TV-14,63,Drama,8.3,"17,417",6
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,PG-13,96,Action,6.1,"19,675",6
Stranger Things,2016,TV-14,77,Drama,8.1,"18,101",6
Trollhunters: Tales of Arcadia,2016,TV-Y7,23,Animation,8.4,"17,005",6
Office Christmas Party,2016,R,105,Comedy,5.8,"80,088",6
Under the Shadow,2016,PG-13,84,Drama,6.8,"27,735",6
Stranger Things,2016,TV-14,75,Drama,8.5,"16,937",6
Bordertown,2016,TV-MA,60,Crime,7.6,"11,049",6
Guilt,2016,TV-14,60,Crime,5.9,"2,637",6
Extremis,2016,TV-PG,24,Documentary,7.3,"2,429",6
Triple 9,2016,R,115,Action,6.3,"72,474",6
Morris from America,2016,R,91,Comedy,6.3,"5,379",6
Precious Cargo,2016,R,90,Action,4.6,"9,467",6
Chef's Table: France,2016,TV-14,46,Documentary,8.2,"1,751",6
Lucifer,2016,TV-14,61,Crime,9.3,"5,350",6
Sharknado 4: The 4th Awakens,2016,TV-14,95,Action,3.8,"8,319",6
What's Up with Cinta 2,2016,TV-14,123,Drama,7.3,"1,960",6
21 Days Under the Sky,2016,Unrated,70,Documentary,6.6,261,6
Jim Jefferies: Freedumb,2016,TV-MA,86,Comedy,7.7,"5,501",6
